model_id,LHS_ICaL,LHS_INa,LHS_INaCa,LHS_INaK,LHS_IKr,LHS_IKs,LHS_Ito,concentration_uM,APD90,APD30,triangulation,Vpeak,Vrest,EAD,max_repol_rate
1,1.66712530280973,1.58422786120084,1.33355027907539,1.25207012855353,2,1.46625357190836,0.795559355367615,0.423,313.645416384443,197.341088206618,116.304328177825,37.5340540292253,-88.9279998310036,0,-2.49210870573292
2,1.60748560529636,1.35056448125833,1.4293407191597,1.03796234910971,1.40338292856475,1.72619819786196,1.1561628758251,0.423,391.828418211124,241.079522000232,150.748896210892,34.0358559168791,-88.6047587166843,0,-2.41185769318011
3,0.81943647190566,1.06700152090386,0.920567089226194,1.75022995323641,0.813581255017887,1.2362521639196,0.889428969443943,0.423,322.334834694858,193.924295761348,128.41053893351,30.1364765950194,-89.7338776556729,0,-2.32671681868006
4,1.27256943476704,1.74161443151063,1.28718866578003,1.66572390021344,1.63575991288039,1.53429001897035,0.697863550749284,0.423,302.303582877718,176.815530502491,125.488052375227,39.8659973109,-89.5313182052444,0,-3.55769559436036
5,0.53707275747463,0.789658183989127,1.19270095566806,0.56395417746296,1.49424403436204,1.79488431551683,0.750897089997232,0.423,308.898801497432,212.977348650035,95.9214528473972,22.6368073723737,-88.1206353106091,0,-1.12270229476216
6,1.32730637232664,1.19078224735637,1.72277200321258,0.5,0.956576518268297,1.90959343842377,1.37416473095208,0.423,574.861747196865,326.182065958114,248.679681238751,30.4548851657135,-87.7728030107183,0,-2.31123958517186
7,1.22208132143514,0.530069256695581,0.527915871113222,0.888666493550028,0.612115787950445,0.765354881497578,0.966807816466722,0.423,398.999916886624,225.498495881746,173.501421004878,25.1371856974311,-88.6419169073627,0,-0.932286746592126
8,1.84227520205107,1.13992482519661,0.765463556604139,1.36021536683808,1.57527757796957,1.88474556612076,1.22882387184365,0.423,290.394703940184,182.213021795444,108.18168214474,31.4072284699003,-89.1878977501382,0,-1.66287994345572
9,1.03352111934377,0.684454344999058,1.89718404934272,1.89479895018842,1.20385039670378,1.37703263940845,1.54897134946353,0.423,360.895364165186,268.748176294709,92.1471878704771,22.5466701588905,-89.8078655405691,0,-1.20357772461877
10,0.927143700795305,0.8813331143729,1.67884321829077,0.736073190990768,1.76425348748498,1.04976808191181,1.68620788777502,0.423,348.806317484927,253.21659953212,95.5897179528075,24.723080273779,-88.2519386705554,0,-2.30201552876868
11,0.995632319526428,0.836508194451878,0.969769270122298,1.24066932783597,1.19084200827535,1.29168278874821,0.552429491125788,0.423,328.07660386325,212.449500401814,115.627103461437,26.5928814295355,-89.0630801054875,0,-1.09026900429117
12,1.58594447884161,1.45601888127306,1.24634346693357,0.905076842456267,1.83878058175527,1.97631625475551,1.85427717184918,0.423,333.807889195784,210.604216215252,123.203672980532,35.0730641121878,-88.4386707608911,0,-4.83167000021069
13,1.38967646012274,1.54768595840245,0.727345752555471,1.8209432742756,1.28688188252189,1.42528088260453,1.63583088577744,0.423,280.88831460888,161.430991074333,119.457323534547,37.387108094163,-89.7732666415826,0,-5.57304044590165
14,0.8791933860825,1.42434113050631,0.687086092785559,1.52533948013612,1.31234247240797,1.11717761346156,0.673776355296478,0.423,264.934683317155,149.649954935121,115.284728382033,35.9114128478198,-89.4951851158283,0,-2.89829589316775
15,0.7382881908222,1.78333849667776,1.04390978579541,1.48316452604914,1.9032814704744,1.60128357169576,1.9283178701991,0.423,237.516848005572,132.139155822466,105.377692183106,39.7757357350079,-89.4726334128311,0,-8.69295355423029
16,1.40587098362423,0.997534388594502,0.845763726341934,1.10376733972174,1.06881238136326,1.00309813787336,1.95948059982875,0.423,359.305131042574,226.458350905831,132.846780136743,27.8786440229118,-88.8403596786794,0,-2.32575594583719
