model_id,LHS_ICaL,LHS_INa,LHS_INaCa,LHS_INaK,LHS_IKr,LHS_IKs,LHS_Ito,concentration_uM,APD90,APD30,triangulation,Vpeak,Vrest,EAD,max_repol_rate
1,1.66712530280973,1.58422786120084,1.33355027907539,1.25207012855353,2,1.46625357190836,0.795559355367615,0,215.838813353568,139.39151857877,76.4472947747984,42.2372024638824,-89.0901920537892,0,-4.61693373768057
2,1.60748560529636,1.35056448125833,1.4293407191597,1.03796234910971,1.40338292856475,1.72619819786196,1.1561628758251,0,272.305467183915,168.148339359894,104.157127824021,38.797743862085,-88.7973438382738,0,-5.05524563815741
3,0.81943647190566,1.06700152090386,0.920567089226194,1.75022995323641,0.813581255017887,1.2362521639196,0.889428969443943,0,247.166906717657,142.401308840896,104.765597876761,34.9517593977774,-89.7491453753902,0,-4.34878070467291
4,1.27256943476704,1.74161443151063,1.28718866578003,1.66572390021344,1.63575991288039,1.53429001897035,0.697863550749284,0,214.837282624464,125.49479281679,89.3424898076744,44.4371790019347,-89.5911790359212,0,-5.39915396238198
5,0.53707275747463,0.789658183989127,1.19270095566806,0.56395417746296,1.49424403436204,1.79488431551683,0.750897089997232,0,211.975203424115,136.703652038712,75.271551385403,27.665956002792,-88.3606471254188,0,-2.47348945533503
6,1.32730637232664,1.19078224735637,1.72277200321258,0.5,0.956576518268297,1.90959343842377,1.37416473095208,0,373.050784666612,226.3600541575,146.690730509112,35.4749605948648,-87.9951627287713,0,-5.09222401682568
7,1.22208132143514,0.530069256695581,0.527915871113222,0.888666493550028,0.612115787950445,0.765354881497578,0.966807816466722,0,301.141924463817,177.316626901295,123.825297562522,24.1585649633072,-88.8144965003919,0,-1.13333463977329
8,1.84227520205107,1.13992482519661,0.765463556604139,1.36021536683808,1.57527757796957,1.88474556612076,1.22882387184365,0,211.622880129484,140.141939874322,71.4809402551613,36.0350101521826,-89.302498528476,0,-3.63018616849323
9,1.03352111934377,0.684454344999058,1.89718404934272,1.89479895018842,1.20385039670378,1.37703263940845,1.54897134946353,0,262.389478069622,189.657744457946,72.7317336116753,25.9384612004775,-89.8289275890231,0,-3.1412474246579
10,0.927143700795305,0.8813331143729,1.67884321829077,0.736073190990768,1.76425348748498,1.04976808191181,1.68620788777502,0,236.490792871986,167.746647327688,68.7441455442981,29.6650450240192,-88.4939025500064,0,-5.08019515345909
11,0.995632319526428,0.836508194451878,0.969769270122298,1.24066932783597,1.19084200827535,1.29168278874821,0.552429491125788,0,238.697165376376,157.352624903446,81.3445404729301,29.9772360599022,-89.1782801327996,0,-1.4230958583419
12,1.58594447884161,1.45601888127306,1.24634346693357,0.905076842456267,1.83878058175527,1.97631625475551,1.85427717184918,0,227.206530243933,146.747448200403,80.4590820435296,39.8858832732082,-88.6784133708919,0,-8.31635410509515
13,1.38967646012274,1.54768595840245,0.727345752555471,1.8209432742756,1.28688188252189,1.42528088260453,1.63583088577744,0,206.242799804942,119.869593124906,86.3732066800362,41.9870760945389,-89.809901885409,0,-8.73727262488872
14,0.8791933860825,1.42434113050631,0.687086092785559,1.52533948013612,1.31234247240797,1.11717761346156,0.673776355296478,0,195.154083561313,111.088325383991,84.0657581773221,40.6152865968704,-89.5470513094513,0,-4.67202284301506
15,0.7382881908222,1.78333849667776,1.04390978579541,1.48316452604914,1.9032814704744,1.60128357169576,1.9283178701991,0,165.349122119484,77.7579874951259,87.5911346243586,44.2925066451766,-89.5301678271887,0,-12.0838595118372
16,1.40587098362423,0.997534388594502,0.845763726341934,1.10376733972174,1.06881238136326,1.00309813787336,1.95948059982875,0,257.131740042688,160.449126445968,96.6826135967194,32.6202292532009,-89.0037071861289,0,-5.68979989128977
17,0.562989364094147,0.990991381661493,1.13176639718458,0.976841329921532,0.655393301923643,0.545906439733334,0.625928776986139,0,303.914802923258,165.634996244371,138.279806678887,32.8152755816531,-88.9050726399689,0,-3.17532930717984
18,1.76977889440951,1.63258328725857,0.55207519270947,0.804049287319923,0.548699683200243,0.665350877800119,1.13052504743309,0,333.576052623248,161.195742059943,172.380310563305,42.51268908219,-88.6141211675254,0,-5.67386090389498
19,1.46144837345462,0.89726038792424,1.94258644582767,0.621246398663973,1.73632316819814,0.608251452556612,1.86775730964666,0,283.671038279532,204.505302460811,79.1657358187203,29.848424567268,-88.1788440330026,0,-4.10151760935546
20,0.618253593186032,1.81083509738985,1.97150852831942,1.63363852115331,1.51029191538901,0.798705291265933,1.78122809072233,0,203.300878449144,80.3698387310741,122.93103971807,44.6387114862852,-89.6644704840543,0,-11.7557810657738
21,0.790408169817435,0.551711981177109,1.46290893423648,1.42746131963894,1.6975400674873,0.708642545502916,0.934848311187188,0,200.325472135804,145.233753804078,55.0917183317263,21.664920194869,-89.4171510080404,0,-1.73310036136083
